@relation 'german_credit-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replacecredit-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.Discretize-B6-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc5-Rlast-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc9-Rlast-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDisc19-Rlast-weka.filters.unsupervised.attribute.Discretize-B20-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Copy-R13-weka.filters.unsupervised.attribute.RenameAttribute-find([\\s\\S]+)-replaceageDiscPKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.PKIDiscretize-Rlast-weka.filters.unsupervised.attribute.MergeTwoValues-C14-Ffirst-S2-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank_stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute credit {good,bad}
@attribute ageDisc5 {'\'(-inf-28.333333]\'','\'(28.333333-37.666667]\'','\'(37.666667-47]\'','\'(47-56.333333]\'','\'(56.333333-65.666667]\'','\'(65.666667-inf)\''}
@attribute ageDisc9 {'\'(-inf-24.6]\'','\'(24.6-30.2]\'','\'(30.2-35.8]\'','\'(35.8-41.4]\'','\'(41.4-47]\'','\'(47-52.6]\'','\'(52.6-58.2]\'','\'(58.2-63.8]\'','\'(63.8-69.4]\'','\'(69.4-inf)\''}
@attribute ageDisc19 {'\'(-inf-21.8]\'','\'(21.8-24.6]\'','\'(24.6-27.4]\'','\'(27.4-30.2]\'','\'(30.2-33]\'','\'(33-35.8]\'','\'(35.8-38.6]\'','\'(38.6-41.4]\'','\'(41.4-44.2]\'','\'(44.2-47]\'','\'(47-49.8]\'','\'(49.8-52.6]\'','\'(52.6-55.4]\'','\'(55.4-58.2]\'','\'(58.2-61]\'','\'(61-63.8]\'','\'(63.8-66.6]\'','\'(66.6-69.4]\'','\'(69.4-72.2]\'','\'(72.2-inf)\''}
@attribute ageDiscPKIDiscretize {'\'(-inf-21.5]\'','\'(21.5-22.5]\'','\'(22.5-23.5]\'','\'(23.5-24.5]\'','\'(24.5-25.5]\'','\'(25.5-26.5]\'','\'(26.5-27.5]\'','\'(27.5-28.5]\'','\'(28.5-29.5]\'','\'(29.5-30.5]\'','\'(30.5-31.5]\'','\'(31.5-32.5]\'','\'(32.5-33.5]\'','\'(33.5-34.5]\'','\'(34.5-35.5]\'','\'(35.5-36.5]\'','\'(36.5-37.5]\'','\'(37.5-38.5]\'','\'(38.5-39.5]\'','\'(39.5-40.5]\'','\'(40.5-41.5]\'','\'(41.5-42.5]\'','\'(42.5-44.5]\'','\'(44.5-46.5]\'','\'(46.5-48.5]\'','\'(48.5-50.5]\'','\'(50.5-53.5]\'','\'(53.5-56.5]\'','\'(56.5-60.5]\'','\'(60.5-64.5]\'','\'(64.5-inf)\''}

@data
0<=X<200,0.117647,'existing paid',0.04633,<100,1,'female div/dep/mar',guarantor,1,'real estate',0.535714,none,own,0.333333,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
<0,0.294118,'delayed previously',0.042588,<100,1,'male mar/wid',none,1,'real estate',0.517857,bank_stores,own,0,skilled,0,none,yes,bad,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(46.5-48.5]\''
'no checking',0.117647,'existing paid',0.04545,<100,0.333333,'male mar/wid',none,0.333333,'real estate',0.125,none,own,0,skilled,0,yes,no,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.470588,'existing paid',0.503356,<100,0,'male mar/wid',none,1,car,0.160714,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.294118,'critical/other existing credit',0.339441,<100,0.333333,'female div/dep/mar',none,1,'no known property',0.446429,none,'for free',0.333333,'high qualif/self emp/mgmt',1,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
>=200,0.558824,'critical/other existing credit',0.250138,<100,1,'male single',none,1,'no known property',0.660714,none,'for free',0,skilled,0,none,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(55.4-58.2]\'','\'(53.5-56.5]\''
'no checking',0.647059,'critical/other existing credit',0.40602,'no known savings',1,'male div/sep',none,0.333333,car,0.482143,bank_stores,own,0.333333,'high qualif/self emp/mgmt',1,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.647059,'existing paid',0.53428,<100,0,'female div/dep/mar',none,0.333333,car,0.125,none,own,0,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
'no checking',0.117647,'existing paid',0.24348,'no known savings',0,'female div/dep/mar',none,1,car,0.017857,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
'no checking',0.088235,'existing paid',0.05706,'no known savings',1,'male single','co applicant',0.333333,'life insurance',0.464286,none,own,0,'unskilled resident',0,none,no,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
'no checking',0.205882,'existing paid',0.124629,<100,0.666667,'male single',none,1,'real estate',0.428571,none,own,0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
0<=X<200,0.25,'critical/other existing credit',0.137284,>=1000,0.666667,'male single',none,0.333333,car,0.232143,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.029412,'existing paid',0.02322,<100,0,'female div/dep/mar',none,1,'real estate',0.625,none,own,0,'unemp/unskilled non res',0,yes,yes,good,'\'(47-56.333333]\'','\'(52.6-58.2]\'','\'(52.6-55.4]\'','\'(53.5-56.5]\''
0<=X<200,0.470588,'no credits/all paid',0.195554,<100,1,'female div/dep/mar',none,0,car,0.410714,none,own,0,skilled,0,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
>=200,0.294118,'critical/other existing credit',0.060196,'no known savings',1,'male single',none,0.333333,'real estate',0.321429,bank_stores,own,0.333333,'unskilled resident',1,none,yes,bad,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
<0,0.088235,'critical/other existing credit',0.043359,<100,1,'male single','co applicant',0.666667,'life insurance',0.535714,none,own,0.333333,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
'no checking',0.647059,'critical/other existing credit',0.543469,500<=X<1000,0.333333,'male single',none,0.333333,'no known property',0.446429,bank_stores,'for free',0,skilled,0,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
'no checking',0.029412,'existing paid',0.071146,>=1000,1,'male div/sep',none,0.333333,'real estate',0.25,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.382353,'existing paid',0.250963,'no known savings',0.333333,'female div/dep/mar',none,1,'life insurance',0.089286,bank_stores,rent,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.117647,'existing paid',0.026246,100<=X<500,1,'male mar/wid',none,0.666667,'no known property',0.25,none,own,0,'unskilled resident',0,yes,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
0<=X<200,0.058824,'existing paid',0.054308,<100,0.666667,'female div/dep/mar',none,1,'real estate',0.089286,none,own,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
0<=X<200,0.073529,'existing paid',0.001431,<100,1,'male mar/wid',none,1,'real estate',0.053571,none,rent,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
0<=X<200,0.647059,'existing paid',0.282326,'no known savings',0.666667,'male single',none,1,'no known property',0.375,bank_stores,'for free',0,'unemp/unskilled non res',0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
'no checking',0.294118,'existing paid',0.289479,100<=X<500,1,'male single',none,0,car,0.107143,bank_stores,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
>=200,0.294118,'existing paid',0.192528,<100,0.333333,'female div/dep/mar',none,1,car,0.125,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.117647,'existing paid',0.023935,<100,0.333333,'male mar/wid',none,0.666667,car,0.107143,bank_stores,own,0,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
>=200,0,'existing paid',0.068449,'no known savings',0,'male single',none,0.333333,'real estate',0.178571,none,own,0,'unskilled resident',1,none,no,good,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
<0,0.470588,'all paid',0.137339,<100,1,'male single',none,1,car,0.214286,bank_stores,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
<0,0.117647,'existing paid',0.025201,<100,0.333333,'male single',guarantor,0.666667,'life insurance',0.339286,none,own,0,'unskilled resident',1,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
0<=X<200,0.294118,'existing paid',0.225652,'no known savings',0,'female div/dep/mar',none,1,'life insurance',0.517857,none,own,0,'unskilled resident',0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(46.5-48.5]\''
'no checking',0.117647,'critical/other existing credit',0.024816,<100,1,'male single',none,0.333333,car,0.232143,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
<0,0.161765,'delayed previously',0.186695,<100,0,'female div/dep/mar',none,1,'life insurance',0.142857,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
0<=X<200,0.382353,'critical/other existing credit',0.22004,<100,1,'male mar/wid',none,0.333333,car,0.160714,none,own,0.333333,'high qualif/self emp/mgmt',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.294118,'existing paid',0.09288,<100,1,'male div/sep',none,0.666667,'life insurance',0.232143,none,own,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
<0,0.294118,'existing paid',0.146363,<100,0.333333,'male single',none,0,'no known property',0.267857,none,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
<0,0.205882,'existing paid',0.132552,>=1000,1,'male single',none,0.333333,car,0.160714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.205882,'critical/other existing credit',0.042808,<100,1,'female div/dep/mar',none,0.666667,'real estate',0.303571,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
<0,0.058824,'critical/other existing credit',0.173214,<100,0,'male single',none,1,'real estate',0.357143,none,own,0.333333,'unskilled resident',0,none,no,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(38.5-39.5]\''
'no checking',0.117647,'critical/other existing credit',0.305436,'no known savings',0.333333,'male single',none,1,'life insurance',0.535714,none,rent,0,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
'no checking',0.294118,'existing paid',0.070155,>=1000,1,'female div/dep/mar',none,0.666667,car,0.267857,none,own,0,skilled,1,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
>=200,0.470588,'existing paid',0.232365,<100,1,'male single',none,0.333333,car,0.214286,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
0<=X<200,0.029412,'existing paid',0.045009,<100,1,'male single',none,1,car,0.160714,none,own,0,skilled,1,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.294118,'critical/other existing credit',0.350226,<100,0.333333,'male single',none,1,'no known property',1,none,'for free',0.333333,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(65.666667-inf)\'','\'(69.4-inf)\'','\'(72.2-inf)\'','\'(64.5-inf)\''
'no checking',0.205882,'critical/other existing credit',0.088808,100<=X<500,1,'female div/dep/mar',none,0.333333,'real estate',0.196429,none,own,0.333333,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(29.5-30.5]\''
0<=X<200,0.823529,'existing paid',0.393859,100<=X<500,1,'female div/dep/mar',none,0.333333,'life insurance',0.089286,none,own,0,'high qualif/self emp/mgmt',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
'no checking',0.647059,'critical/other existing credit',0.623968,100<=X<500,0.333333,'female div/dep/mar',none,1,car,0.089286,bank_stores,rent,0.333333,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.294118,'no credits/all paid',0.212391,<100,0.666667,'male single',none,1,'no known property',0.071429,bank_stores,rent,0.333333,skilled,1,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
<0,0.029412,'critical/other existing credit',0.172444,<100,0,'male div/sep',none,1,'real estate',0.446429,none,rent,0,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
0<=X<200,0.132353,'existing paid',0.101849,<100,0.333333,'female div/dep/mar',guarantor,1,'life insurance',0.071429,none,own,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
<0,0.161765,'existing paid',0.056399,'no known savings',1,'female div/dep/mar',none,0.333333,car,0.089286,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.294118,'existing paid',0.215638,<100,1,'male single',none,1,'life insurance',0.160714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
0<=X<200,0.088235,'existing paid',0.069935,<100,1,'male div/sep',none,0.333333,car,0.214286,none,own,0,'unskilled resident',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(30.5-31.5]\''
0<=X<200,0.294118,'critical/other existing credit',0.302245,<100,0.333333,'female div/dep/mar',none,1,'no known property',0.089286,none,'for free',0.333333,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(23.5-24.5]\''
<0,0.25,'existing paid',0.184274,<100,0,'female div/dep/mar',none,1,car,0.125,none,rent,0,'unskilled resident',0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
0<=X<200,0.205882,'existing paid',0.163035,500<=X<1000,0,'male mar/wid',none,0.666667,'real estate',0.107143,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
0<=X<200,0.205882,'existing paid',0.230494,<100,0,'male single','co applicant',0,'real estate',0.25,bank_stores,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
>=200,0.088235,'existing paid',0.203533,<100,0,'male single',guarantor,0,'life insurance',0.321429,none,own,0,'unskilled resident',1,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
'no checking',0.161765,'critical/other existing credit',0.066524,<100,1,'female div/dep/mar',none,0.333333,car,0.428571,none,own,0,'unskilled resident',0,none,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(42.5-44.5]\''
0<=X<200,0.132353,'critical/other existing credit',0.034775,<100,1,'male single',guarantor,1,'real estate',0.071429,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.294118,'existing paid',0.193023,500<=X<1000,0,'female div/dep/mar',none,1,'no known property',0.071429,none,rent,0,'unemp/unskilled non res',0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.029412,'delayed previously',0.08215,100<=X<500,0,'male single',none,0.333333,'real estate',0.267857,none,own,0.333333,'unskilled resident',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
0<=X<200,0.073529,'critical/other existing credit',0.048751,>=1000,1,'male single',none,0.666667,'no known property',0.232143,none,'for free',0.333333,skilled,1,none,yes,bad,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(31.5-32.5]\''
'no checking',0.073529,'existing paid',0.054253,<100,0,'female div/dep/mar',none,1,'real estate',0.071429,none,rent,0,skilled,0,yes,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.073529,'existing paid',0.039012,<100,0,'female div/dep/mar',none,0.333333,car,0.178571,none,own,0,skilled,0,none,no,bad,'\'(28.333333-37.666667]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(28.5-29.5]\''
'no checking',0.205882,'critical/other existing credit',0.163915,'no known savings',0.333333,'male single',none,1,'no known property',0.339286,none,own,0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(37.5-38.5]\''
<0,0.117647,'no credits/all paid',0.327336,<100,1,'male single',none,0.333333,'life insurance',0.160714,none,rent,0.333333,skilled,0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
'no checking',0.088235,'existing paid',0.026246,500<=X<1000,1,'male single',none,1,'no known property',0.482143,none,'for free',0,skilled,0,yes,yes,good,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(44.2-47]\'','\'(44.5-46.5]\''
0<=X<200,0.294118,'existing paid',0.054804,<100,1,'male single',none,0.333333,'real estate',0.071429,bank_stores,own,0,'unskilled resident',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.117647,'critical/other existing credit',0.114504,'no known savings',0,'male single','co applicant',1,'real estate',0.535714,none,own,0,skilled,0,yes,yes,good,'\'(47-56.333333]\'','\'(47-52.6]\'','\'(47-49.8]\'','\'(48.5-50.5]\''
'no checking',0.470588,'delayed previously',0.231815,<100,1,'male single',none,0.333333,car,0.125,none,own,0.333333,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(25.5-26.5]\''
'no checking',0.117647,'existing paid',0.028942,<100,1,'male mar/wid',none,0.333333,'real estate',0.160714,none,own,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(27.4-30.2]\'','\'(27.5-28.5]\''
<0,0.382353,'existing paid',0.118631,<100,1,'female div/dep/mar',none,1,'real estate',0.071429,none,rent,0,skilled,0,none,yes,bad,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
0<=X<200,0.205882,'existing paid',0.054418,'no known savings',1,'male single',none,1,'no known property',0.75,none,'for free',0,skilled,0,none,yes,good,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(58.2-61]\'','\'(60.5-64.5]\''
>=200,0.117647,'existing paid',0.17327,'no known savings',0.333333,'male single',none,0.666667,car,0.321429,none,own,0,'high qualif/self emp/mgmt',0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
>=200,0.117647,'delayed previously',0.109882,<100,0.333333,'female div/dep/mar',none,0.333333,car,0.303571,bank_stores,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.029412,'existing paid',0.083416,<100,0,'male mar/wid',none,0.333333,'life insurance',0.035714,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(-inf-21.8]\'','\'(-inf-21.5]\''
<0,0.205882,'existing paid',0.122318,<100,1,'male single',none,0,car,0.107143,none,own,0,'unemp/unskilled non res',0,none,yes,bad,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(24.5-25.5]\''
'no checking',0.117647,'existing paid',0.071091,<100,0.333333,'male single',none,1,car,0.303571,none,own,0,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.205882,'critical/other existing credit',0.198085,<100,0.666667,'male single',none,0,car,0.142857,none,own,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(24.6-30.2]\'','\'(24.6-27.4]\'','\'(26.5-27.5]\''
<0,0.205882,'existing paid',0.18708,<100,0,'female div/dep/mar',none,1,car,0.053571,none,rent,0,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(21.5-22.5]\''
<0,0.470588,'existing paid',0.175856,<100,1,'male single',none,0.333333,car,0.410714,none,own,0,skilled,1,none,yes,bad,'\'(37.666667-47]\'','\'(41.4-47]\'','\'(41.4-44.2]\'','\'(41.5-42.5]\''
0<=X<200,0.205882,'existing paid',0.15137,<100,0.333333,'female div/dep/mar',none,1,'real estate',0.375,none,rent,0,skilled,0,none,yes,good,'\'(37.666667-47]\'','\'(35.8-41.4]\'','\'(38.6-41.4]\'','\'(39.5-40.5]\''
'no checking',0.470588,'existing paid',0.155662,'no known savings',1,'male single',none,1,'real estate',0.303571,none,own,0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
'no checking',0.205882,'critical/other existing credit',0.320238,<100,0.666667,'male single',none,1,car,0.25,none,own,0.333333,skilled,0,yes,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(30.2-33]\'','\'(32.5-33.5]\''
'no checking',0.088235,'critical/other existing credit',0.104325,<100,0,'female div/dep/mar',none,0.666667,'real estate',0.071429,none,rent,0.333333,skilled,0,none,yes,good,'\'(-inf-28.333333]\'','\'(-inf-24.6]\'','\'(21.8-24.6]\'','\'(22.5-23.5]\''
'no checking',0.823529,'critical/other existing credit',0.74315,'no known savings',0.333333,'male single',none,1,'no known property',0.785714,bank_stores,'for free',0,'high qualif/self emp/mgmt',0,yes,yes,good,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(61-63.8]\'','\'(60.5-64.5]\''
0<=X<200,0.823529,'all paid',0.799604,100<=X<500,0.666667,'female div/dep/mar',none,1,'no known property',0.732143,bank_stores,'for free',0.333333,'high qualif/self emp/mgmt',0,yes,yes,bad,'\'(56.333333-65.666667]\'','\'(58.2-63.8]\'','\'(58.2-61]\'','\'(56.5-60.5]\''
<0,0.647059,'all paid',0.409101,<100,0.333333,'female div/dep/mar',guarantor,1,car,0.321429,none,rent,0,skilled,0,none,yes,bad,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(36.5-37.5]\''
'no checking',0.205882,'delayed previously',0.113899,<100,0.333333,'male mar/wid',none,0.666667,'real estate',0.267857,none,own,0.333333,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(30.2-35.8]\'','\'(33-35.8]\'','\'(33.5-34.5]\''
'no checking',0.044118,'delayed previously',0.032794,'no known savings',0.666667,'male single',none,1,'no known property',0.303571,none,'for free',0,skilled,0,none,yes,good,'\'(28.333333-37.666667]\'','\'(35.8-41.4]\'','\'(35.8-38.6]\'','\'(35.5-36.5]\''
